gene_id;gene_short_name;gene_type;
ENSMUSG00000015776;Med22;protein_coding;
ENSMUSG00000015790;Surf1;protein_coding;
ENSMUSG00000015804;Med28;protein_coding;
ENSMUSG00000015837;Sqstm1;protein_coding;
ENSMUSG00000015869;Prpsap1;protein_coding;
ENSMUSG00000015882;Lcorl;protein_coding;
ENSMUSG00000015943;Bola1;protein_coding;
ENSMUSG00000015971;Actr8;protein_coding;
ENSMUSG00000015994;Fnta;protein_coding;
ENSMUSG00000016018;Skiv2l2;protein_coding;
ENSMUSG00000016252;Atp5e;protein_coding;
ENSMUSG00000016253;Nelfcd;protein_coding;
ENSMUSG00000016257;Slmo2;protein_coding;
ENSMUSG00000016308;Ube2a;protein_coding;
ENSMUSG00000016427;Ndufa1;protein_coding;
ENSMUSG00000016477;E2f3;protein_coding;
ENSMUSG00000016503;Gtf3a;protein_coding;
ENSMUSG00000016510;Mtif3;protein_coding;
ENSMUSG00000016528;Mapkapk2;protein_coding;
ENSMUSG00000016534;Lamp2;protein_coding;
ENSMUSG00000016554;Eif3d;protein_coding;
ENSMUSG00000016559;H3f3b;protein_coding;
ENSMUSG00000016619;Nup50;protein_coding;
ENSMUSG00000016637;Ift27;protein_coding;
ENSMUSG00000016664;Pacsin2;protein_coding;
ENSMUSG00000016757;Ttll12;protein_coding;
ENSMUSG00000016831;Tox4;protein_coding;
ENSMUSG00000016833;Mrps18c;protein_coding;
ENSMUSG00000016921;Srsf6;protein_coding;
ENSMUSG00000016940;Kctd2;protein_coding;
ENSMUSG00000017119;Nbr1;protein_coding;
ENSMUSG00000017188;Coa3;protein_coding;
ENSMUSG00000017210;Med24;protein_coding;
ENSMUSG00000017221;Psmd3;protein_coding;
ENSMUSG00000017264;Exosc10;protein_coding;
ENSMUSG00000017286;Glod4;protein_coding;
ENSMUSG00000017288;Vps53;protein_coding;
ENSMUSG00000017291;Taok1;protein_coding;
ENSMUSG00000017299;Dnttip1;protein_coding;
ENSMUSG00000017307;Acot8;protein_coding;
ENSMUSG00000017376;Nlk;protein_coding;
ENSMUSG00000017404;Rpl19;protein_coding;
ENSMUSG00000017418;Arl5b;protein_coding;
ENSMUSG00000017421;Zfp207;protein_coding;
ENSMUSG00000017428;Psmd11;protein_coding;
ENSMUSG00000017478;Zc3h18;protein_coding;
ENSMUSG00000017615;Tnfaip1;protein_coding;
ENSMUSG00000017664;Slc35c2;protein_coding;
ENSMUSG00000017679;Ttpal;protein_coding;
ENSMUSG00000017686;Rhot1;protein_coding;
ENSMUSG00000017707;Serinc3;protein_coding;
ENSMUSG00000017715;Pgs1;protein_coding;
ENSMUSG00000017721;Pigt;protein_coding;
ENSMUSG00000017747;Ghdc;protein_coding;
ENSMUSG00000017776;Crk;protein_coding;
ENSMUSG00000017778;Cox7c;protein_coding;
ENSMUSG00000017781;Pitpna;protein_coding;
ENSMUSG00000017801;Mlx;protein_coding;
ENSMUSG00000017802;Fam134c;protein_coding;
ENSMUSG00000017831;Rab5a;protein_coding;
ENSMUSG00000017843;Ppp2r5c;protein_coding;
ENSMUSG00000017858;Ift52;protein_coding;
ENSMUSG00000017999;Ddx27;protein_coding;
ENSMUSG00000018040;Rrp7a;protein_coding;
ENSMUSG00000018068;Ints2;protein_coding;
ENSMUSG00000018076;Med13l;protein_coding;
ENSMUSG00000018143;Mafk;protein_coding;
ENSMUSG00000018160;Med1;protein_coding;
ENSMUSG00000018167;Stard3;protein_coding;
ENSMUSG00000018171;Vmp1;protein_coding;
ENSMUSG00000018189;Uchl5;protein_coding;
ENSMUSG00000018196;Glrx2;protein_coding;
ENSMUSG00000018239;Zcchc10;protein_coding;
ENSMUSG00000018286;Psmb6;protein_coding;
ENSMUSG00000018287;Spag7;protein_coding;
ENSMUSG00000018322;Tomm34;protein_coding;
ENSMUSG00000018326;Ywhab;protein_coding;
ENSMUSG00000018363;Smurf2;protein_coding;
ENSMUSG00000018379;Srsf1;protein_coding;
ENSMUSG00000018401;Mtmr4;protein_coding;
ENSMUSG00000018412;Kansl1;protein_coding;
ENSMUSG00000018415;Gid4;protein_coding;
ENSMUSG00000018433;Nol11;protein_coding;
ENSMUSG00000018442;Derl2;protein_coding;
ENSMUSG00000018446;C1qbp;protein_coding;
ENSMUSG00000018449;Rpain;protein_coding;
ENSMUSG00000018476;Kdm6b;protein_coding;
ENSMUSG00000018481;Appbp2;protein_coding;
ENSMUSG00000018501;Ncor1;protein_coding;
ENSMUSG00000018541;Cwc25;protein_coding;
ENSMUSG00000018559;Ctdnep1;protein_coding;
ENSMUSG00000018567;Gabarap;protein_coding;
ENSMUSG00000018572;Phf23;protein_coding;
ENSMUSG00000018583;G3bp1;protein_coding;
ENSMUSG00000018585;Atox1;protein_coding;
ENSMUSG00000018651;Tada2a;protein_coding;
ENSMUSG00000018661;Cog1;protein_coding;
ENSMUSG00000018666;Cbx1;protein_coding;
ENSMUSG00000018669;Cdk5rap3;protein_coding;
ENSMUSG00000018707;Dync1h1;protein_coding;
ENSMUSG00000018733;Pex12;protein_coding;
ENSMUSG00000018736;Ndel1;protein_coding;
ENSMUSG00000018750;Zbtb4;protein_coding;
ENSMUSG00000018761;Mpdu1;protein_coding;
ENSMUSG00000018765;Fxr2;protein_coding;
ENSMUSG00000018770;Atp5g3;protein_coding;
ENSMUSG00000018820;Zfyve27;protein_coding;
ENSMUSG00000018841;Rad51d;protein_coding;
ENSMUSG00000018846;Pank3;protein_coding;
ENSMUSG00000018848;Rars;protein_coding;
ENSMUSG00000018858;Ict1;protein_coding;
ENSMUSG00000018882;Mrpl45;protein_coding;
ENSMUSG00000018921;Pelp1;protein_coding;
ENSMUSG00000018923;Med11;protein_coding;
ENSMUSG00000018931;Natd1;protein_coding;
ENSMUSG00000018932;Map2k3;protein_coding;
ENSMUSG00000018974;Sart3;protein_coding;
ENSMUSG00000018995;Nars2;protein_coding;
ENSMUSG00000018999;Slc35b4;protein_coding;
ENSMUSG00000019039;Dalrd3;protein_coding;
ENSMUSG00000019054;Fis1;protein_coding;
ENSMUSG00000019087;Atp6ap1;protein_coding;
ENSMUSG00000019132;BC005537;protein_coding;
ENSMUSG00000019143;Hars2;protein_coding;
ENSMUSG00000019173;Rab5c;protein_coding;
ENSMUSG00000019188;H13;protein_coding;
ENSMUSG00000019210;Atp6v1e1;protein_coding;
ENSMUSG00000019254;Ppp1r12c;protein_coding;
ENSMUSG00000019295;Tmem129;protein_coding;
ENSMUSG00000019338;Zfp687;protein_coding;
ENSMUSG00000019362;D8Ertd738e;protein_coding;
ENSMUSG00000019373;Cops3;protein_coding;
ENSMUSG00000019428;Fkbp8;protein_coding;
ENSMUSG00000019432;Ddx39b;protein_coding;
ENSMUSG00000019470;Xab2;protein_coding;
ENSMUSG00000019471;Cdc37;protein_coding;
ENSMUSG00000019478;Rab4a;protein_coding;
ENSMUSG00000019494;Cops6;protein_coding;
ENSMUSG00000019505;Ubb;protein_coding;
ENSMUSG00000019518;Ap4m1;protein_coding;
ENSMUSG00000019579;D17Wsu104e;protein_coding;
ENSMUSG00000019659;Ccdc12;protein_coding;
ENSMUSG00000019689;1110001J03Rik;protein_coding;
ENSMUSG00000019710;Mrpl24;protein_coding;
ENSMUSG00000019715;Gle1;protein_coding;
ENSMUSG00000019738;Polr2i;protein_coding;
ENSMUSG00000019763;Rmnd1;protein_coding;
ENSMUSG00000019774;Mtrf1l;protein_coding;
ENSMUSG00000019777;Hdac2;protein_coding;
ENSMUSG00000019782;Rwdd1;protein_coding;
ENSMUSG00000019790;Stxbp5;protein_coding;
ENSMUSG00000019791;Hint3;protein_coding;
ENSMUSG00000019792;Trmt11;protein_coding;
ENSMUSG00000019794;Katna1;protein_coding;
ENSMUSG00000019795;Pcmt1;protein_coding;
ENSMUSG00000019797;1700021F05Rik;protein_coding;
ENSMUSG00000019802;Sec63;protein_coding;
ENSMUSG00000019804;Snx3;protein_coding;
ENSMUSG00000019814;Ltv1;protein_coding;
ENSMUSG00000019818;Cd164;protein_coding;
ENSMUSG00000019820;Utrn;protein_coding;
ENSMUSG00000019822;Smpd2;protein_coding;
ENSMUSG00000019837;Gtf3c6;protein_coding;
ENSMUSG00000019849;Prep;protein_coding;
ENSMUSG00000019854;Reps1;protein_coding;
ENSMUSG00000019857;Asf1a;protein_coding;
ENSMUSG00000019861;Gopc;protein_coding;
ENSMUSG00000019864;Rtn4ip1;protein_coding;
ENSMUSG00000019868;Vta1;protein_coding;
ENSMUSG00000019883;Echdc1;protein_coding;
ENSMUSG00000019897;Ccdc59;protein_coding;
ENSMUSG00000019948;Actr6;protein_coding;
ENSMUSG00000019951;Uhrf1bp1l;protein_coding;
ENSMUSG00000019969;Psen1;protein_coding;
ENSMUSG00000019977;Hbs1l;protein_coding;
ENSMUSG00000019984;Med23;protein_coding;
ENSMUSG00000019998;Stx7;protein_coding;
ENSMUSG00000020003;Pex7;protein_coding;
ENSMUSG00000020018;Snrpf;protein_coding;
ENSMUSG00000020022;Ndufa12;protein_coding;
ENSMUSG00000020056;Ccdc53;protein_coding;
ENSMUSG00000020063;Sirt1;protein_coding;
ENSMUSG00000020064;Herc4;protein_coding;
ENSMUSG00000020069;Hnrnph3;protein_coding;
ENSMUSG00000020074;Ccar1;protein_coding;
ENSMUSG00000020075;Ddx21;protein_coding;
ENSMUSG00000020076;Ddx50;protein_coding;
ENSMUSG00000020079;Supv3l1;protein_coding;
ENSMUSG00000020087;Tysnd1;protein_coding;
ENSMUSG00000020088;Sar1a;protein_coding;
ENSMUSG00000020091;Eif4ebp2;protein_coding;
ENSMUSG00000020107;Anapc16;protein_coding;
ENSMUSG00000020109;Dnajb12;protein_coding;
ENSMUSG00000020111;Micu1;protein_coding;
ENSMUSG00000020115;Tbk1;protein_coding;
ENSMUSG00000020116;Pno1;protein_coding;
ENSMUSG00000020128;Vps54;protein_coding;
ENSMUSG00000020130;Tbc1d15;protein_coding;
ENSMUSG00000020132;Rab21;protein_coding;
ENSMUSG00000020133;2310011J03Rik;protein_coding;
ENSMUSG00000020137;Thap2;protein_coding;
ENSMUSG00000020149;Rab1;protein_coding;
ENSMUSG00000020152;Actr2;protein_coding;
ENSMUSG00000020153;Ndufs7;protein_coding;
ENSMUSG00000020163;Uqcr11;protein_coding;
ENSMUSG00000020170;Frs2;protein_coding;
ENSMUSG00000020171;Yeats4;protein_coding;
ENSMUSG00000020180;Snrpd3;protein_coding;
ENSMUSG00000020184;Mdm2;protein_coding;
ENSMUSG00000020190;Mknk2;protein_coding;
ENSMUSG00000020198;Ap3d1;protein_coding;
ENSMUSG00000020211;Sf3a2;protein_coding;
ENSMUSG00000020219;Timm13;protein_coding;
ENSMUSG00000020220;Vps13d;protein_coding;
ENSMUSG00000020224;Llph;protein_coding;
ENSMUSG00000020232;Hmg20b;protein_coding;
ENSMUSG00000020238;Ncln;protein_coding;
ENSMUSG00000020248;Nfyb;protein_coding;
ENSMUSG00000020250;Txnrd1;protein_coding;
ENSMUSG00000020255;D10Wsu102e;protein_coding;
ENSMUSG00000020257;Wdr82;protein_coding;
ENSMUSG00000020260;Pofut2;protein_coding;
ENSMUSG00000020265;Sumo3;protein_coding;
ENSMUSG00000020267;Hint1;protein_coding;
ENSMUSG00000020271;Fbxw11;protein_coding;
ENSMUSG00000020277;Pfkl;protein_coding;
ENSMUSG00000020280;Pus10;protein_coding;
ENSMUSG00000020287;Mpg;protein_coding;
ENSMUSG00000020288;Ahsa2;protein_coding;
ENSMUSG00000020289;Nprl3;protein_coding;
ENSMUSG00000020290;Xpo1;protein_coding;
ENSMUSG00000020305;Asb3;protein_coding;
ENSMUSG00000020308;Tpgs1;protein_coding;
ENSMUSG00000020311;Erlec1;protein_coding;
ENSMUSG00000020328;Nudcd2;protein_coding;
ENSMUSG00000020329;Polrmt;protein_coding;
ENSMUSG00000020346;Mgat1;protein_coding;
ENSMUSG00000020349;Ppp2ca;protein_coding;
ENSMUSG00000020358;Hnrnpab;protein_coding;
ENSMUSG00000020359;Phykpl;protein_coding;
ENSMUSG00000020361;Hspa4;protein_coding;
ENSMUSG00000020366;Mapk9;protein_coding;
ENSMUSG00000020368;Canx;protein_coding;
ENSMUSG00000020375;Rufy1;protein_coding;
ENSMUSG00000020376;Rnf130;protein_coding;
ENSMUSG00000020385;Clk4;protein_coding;
ENSMUSG00000020397;Med7;protein_coding;
ENSMUSG00000020409;Slu7;protein_coding;
ENSMUSG00000020412;Ascc2;protein_coding;
ENSMUSG00000020415;Pttg1;protein_coding;
ENSMUSG00000020430;Pes1;protein_coding;
ENSMUSG00000020440;Arf5;protein_coding;
ENSMUSG00000020444;Guk1;protein_coding;
ENSMUSG00000020448;Rnf185;protein_coding;
ENSMUSG00000020454;Eif4enif1;protein_coding;
ENSMUSG00000020457;Drg1;protein_coding;
ENSMUSG00000020459;Mtif2;protein_coding;
ENSMUSG00000020460;Rps27a;protein_coding;
ENSMUSG00000020463;Smek2;protein_coding;
ENSMUSG00000020464;Pnpt1;protein_coding;
ENSMUSG00000020471;Pold2;protein_coding;
ENSMUSG00000020477;Mrps24;protein_coding;
ENSMUSG00000020483;Dynll2;protein_coding;
ENSMUSG00000020485;Supt4a;protein_coding;
ENSMUSG00000020495;Smg8;protein_coding;
ENSMUSG00000020496;Rnf187;protein_coding;
ENSMUSG00000020514;Mrpl22;protein_coding;
ENSMUSG00000020515;Cnot8;protein_coding;
ENSMUSG00000020516;Rps6kb1;protein_coding;
ENSMUSG00000020519;Sap30l;protein_coding;
ENSMUSG00000020521;Rnft1;protein_coding;
ENSMUSG00000020522;Mfap3;protein_coding;
ENSMUSG00000020523;Fam114a2;protein_coding;
ENSMUSG00000020528;Prpsap2;protein_coding;
ENSMUSG00000020537;Drg2;protein_coding;
ENSMUSG00000020538;Srebf1;protein_coding;
ENSMUSG00000020549;Elac2;protein_coding;
ENSMUSG00000020561;Twistnb;protein_coding;
ENSMUSG00000020564;Atxn7l1;protein_coding;
ENSMUSG00000020570;Sypl;protein_coding;
ENSMUSG00000020571;Pdia6;protein_coding;
ENSMUSG00000020572;Nampt;protein_coding;
ENSMUSG00000020576;Nbas;protein_coding;
ENSMUSG00000020580;Rock2;protein_coding;
ENSMUSG00000020585;Laptm4a;protein_coding;
ENSMUSG00000020590;Snx13;protein_coding;
ENSMUSG00000020594;Pum2;protein_coding;
ENSMUSG00000020611;Gna13;protein_coding;
ENSMUSG00000020612;Prkar1a;protein_coding;
ENSMUSG00000020621;Rdh14;protein_coding;
ENSMUSG00000020628;Trappc12;protein_coding;
ENSMUSG00000020630;Rnaseh1;protein_coding;
ENSMUSG00000020634;Ubxn2a;protein_coding;
ENSMUSG00000020640;Itsn2;protein_coding;
ENSMUSG00000020647;Ncoa1;protein_coding;
ENSMUSG00000020648;Dus4l;protein_coding;
ENSMUSG00000020659;Cbll1;protein_coding;
ENSMUSG00000020661;Dnmt3a;protein_coding;
ENSMUSG00000020664;Dld;protein_coding;
ENSMUSG00000020671;Rab10;protein_coding;
ENSMUSG00000020677;Ddx52;protein_coding;
ENSMUSG00000020680;Taf15;protein_coding;
ENSMUSG00000020687;Cdc27;protein_coding;
ENSMUSG00000020691;Mettl2;protein_coding;
ENSMUSG00000020692;Nle1;protein_coding;
ENSMUSG00000020700;Map3k3;protein_coding;
ENSMUSG00000020705;Ddx42;protein_coding;
ENSMUSG00000020706;Ftsj3;protein_coding;
ENSMUSG00000020708;Psmc5;protein_coding;
ENSMUSG00000020716;Nf1;protein_coding;
ENSMUSG00000020718;Polg2;protein_coding;
ENSMUSG00000020719;Ddx5;protein_coding;
ENSMUSG00000020720;Psmd12;protein_coding;
ENSMUSG00000020738;Sumo2;protein_coding;
ENSMUSG00000020739;Nup85;protein_coding;
ENSMUSG00000020740;Gga3;protein_coding;
ENSMUSG00000020741;Cluh;protein_coding;
ENSMUSG00000020744;Slc25a19;protein_coding;
ENSMUSG00000020745;Pafah1b1;protein_coding;
ENSMUSG00000020747;2310067B10Rik;protein_coding;
ENSMUSG00000020752;Recql5;protein_coding;
ENSMUSG00000020755;Sap30bp;protein_coding;
ENSMUSG00000020770;Unk;protein_coding;
ENSMUSG00000020775;Mrpl38;protein_coding;
ENSMUSG00000020780;Srp68;protein_coding;
ENSMUSG00000020781;Tsen54;protein_coding;
ENSMUSG00000020783;1200014J11Rik;protein_coding;
ENSMUSG00000020790;Ankfy1;protein_coding;
ENSMUSG00000020792;Exoc7;protein_coding;
ENSMUSG00000020794;Ube2g1;protein_coding;
ENSMUSG00000020801;Med31;protein_coding;
ENSMUSG00000020803;Txndc17;protein_coding;
ENSMUSG00000020831;0610010K14Rik;protein_coding;
ENSMUSG00000020832;Eral1;protein_coding;
ENSMUSG00000020843;Timm22;protein_coding;
ENSMUSG00000020849;Ywhae;protein_coding;
ENSMUSG00000020850;Prpf8;protein_coding;
ENSMUSG00000020863;Luc7l3;protein_coding;
ENSMUSG00000020864;Ankrd40;protein_coding;
ENSMUSG00000020868;Xylt2;protein_coding;
ENSMUSG00000020869;Lrrc59;protein_coding;
ENSMUSG00000020873;Slc35b1;protein_coding;
ENSMUSG00000020876;Snx11;protein_coding;
ENSMUSG00000020883;Fbxl20;protein_coding;
ENSMUSG00000020898;Ctc1;protein_coding;
ENSMUSG00000020903;Stx8;protein_coding;
ENSMUSG00000020910;Adprm;protein_coding;
ENSMUSG00000020918;Kat2a;protein_coding;
ENSMUSG00000020921;Tmem101;protein_coding;
ENSMUSG00000020922;Lsm12;protein_coding;
ENSMUSG00000020923;Ubtf;protein_coding;
ENSMUSG00000020925;Ccdc43;protein_coding;
ENSMUSG00000020929;Eftud2;protein_coding;
ENSMUSG00000020935;Dcakd;protein_coding;
ENSMUSG00000020936;Nmt1;protein_coding;
ENSMUSG00000020946;Gosr2;protein_coding;
ENSMUSG00000020949;Fkbp3;protein_coding;
ENSMUSG00000020952;Scfd1;protein_coding;
ENSMUSG00000020954;Strn3;protein_coding;
ENSMUSG00000020955;Ap4s1;protein_coding;
ENSMUSG00000020956;Dtd2;protein_coding;
ENSMUSG00000020962;Gtf2a1;protein_coding;
ENSMUSG00000020964;Sel1l;protein_coding;
ENSMUSG00000020978;Klhdc2;protein_coding;
ENSMUSG00000020982;Nemf;protein_coding;
ENSMUSG00000020986;Sec23a;protein_coding;
ENSMUSG00000020988;L2hgdh;protein_coding;
ENSMUSG00000020993;Trappc6b;protein_coding;
ENSMUSG00000020994;Pnn;protein_coding;
ENSMUSG00000021000;Ctage5;protein_coding;
ENSMUSG00000021018;Polr2h;protein_coding;
ENSMUSG00000021022;Ppp2r3c;protein_coding;
ENSMUSG00000021023;1110008L16Rik;protein_coding;
ENSMUSG00000021024;Psma6;protein_coding;
ENSMUSG00000021037;Ahsa1;protein_coding;
ENSMUSG00000021038;Vipas39;protein_coding;
ENSMUSG00000021039;Snw1;protein_coding;
ENSMUSG00000021040;Slirp;protein_coding;
ENSMUSG00000021044;Adck1;protein_coding;
ENSMUSG00000021051;Ppp2r5e;protein_coding;
ENSMUSG00000021054;Sgpp1;protein_coding;
ENSMUSG00000021067;Sav1;protein_coding;
ENSMUSG00000021072;Tmx1;protein_coding;
ENSMUSG00000021079;Timm9;protein_coding;
ENSMUSG00000021094;Dhrs7;protein_coding;
ENSMUSG00000021096;Ppm1a;protein_coding;
ENSMUSG00000021102;Glrx5;protein_coding;
ENSMUSG00000021103;Mnat1;protein_coding;
ENSMUSG00000021109;Hif1a;protein_coding;
ENSMUSG00000021111;Papola;protein_coding;
ENSMUSG00000021112;Mpp5;protein_coding;
ENSMUSG00000021113;Snapc1;protein_coding;
ENSMUSG00000021114;Atp6v1d;protein_coding;
ENSMUSG00000021116;Eif2s1;protein_coding;
ENSMUSG00000021124;Vti1b;protein_coding;
ENSMUSG00000021131;Erh;protein_coding;
ENSMUSG00000021133;4933426M11Rik;protein_coding;
ENSMUSG00000021134;Srsf5;protein_coding;
ENSMUSG00000021139;Gm20498;protein_coding;
ENSMUSG00000021140;Pcnx;protein_coding;
ENSMUSG00000021144;Mta1;protein_coding;
ENSMUSG00000021147;Wdr37;protein_coding;
ENSMUSG00000021149;Gtpbp4;protein_coding;
ENSMUSG00000021156;Zmynd11;protein_coding;
ENSMUSG00000021171;Esyt2;protein_coding;
ENSMUSG00000021178;Psmc1;protein_coding;
ENSMUSG00000021179;Nrde2;protein_coding;
ENSMUSG00000021188;Trip11;protein_coding;
ENSMUSG00000021192;Golga5;protein_coding;
ENSMUSG00000021218;Gdi2;protein_coding;
ENSMUSG00000021224;Numb;protein_coding;
ENSMUSG00000021235;Coq6;protein_coding;
ENSMUSG00000021241;Isca2;protein_coding;
ENSMUSG00000021243;Fcf1;protein_coding;
ENSMUSG00000021244;Ylpm1;protein_coding;
ENSMUSG00000021245;Mlh3;protein_coding;
ENSMUSG00000021248;Tmed10;protein_coding;
ENSMUSG00000021264;Yy1;protein_coding;
ENSMUSG00000021266;Wars;protein_coding;
ENSMUSG00000021271;Zfp839;protein_coding;
ENSMUSG00000021276;Cinp;protein_coding;
ENSMUSG00000021277;Traf3;protein_coding;
ENSMUSG00000021282;Eif5;protein_coding;
ENSMUSG00000021285;Ppp1r13b;protein_coding;
ENSMUSG00000021286;Zfyve21;protein_coding;
ENSMUSG00000021290;2010107E04Rik;protein_coding;
ENSMUSG00000021302;Ggps1;protein_coding;
ENSMUSG00000021327;Zkscan3;protein_coding;
ENSMUSG00000021339;Mrs2;protein_coding;
ENSMUSG00000021357;Exoc2;protein_coding;
ENSMUSG00000021361;Tmem14c;protein_coding;
ENSMUSG00000021368;Tbc1d7;protein_coding;
ENSMUSG00000021385;Ippk;protein_coding;
ENSMUSG00000021395;Spin1;protein_coding;
ENSMUSG00000021400;Wrnip1;protein_coding;
ENSMUSG00000021413;Prpf4b;protein_coding;
ENSMUSG00000021417;Eci2;protein_coding;
ENSMUSG00000021418;Rpp40;protein_coding;
ENSMUSG00000021420;Fars2;protein_coding;
ENSMUSG00000021427;Ssr1;protein_coding;
ENSMUSG00000021428;Riok1;protein_coding;
ENSMUSG00000021431;Snrnp48;protein_coding;
ENSMUSG00000021432;Slc35b3;protein_coding;
ENSMUSG00000021458;2010111I01Rik;protein_coding;
ENSMUSG00000021460;Auh;protein_coding;
ENSMUSG00000021461;Fancc;protein_coding;
ENSMUSG00000021468;Sptlc1;protein_coding;
ENSMUSG00000021470;Ercc6l2;protein_coding;
ENSMUSG00000021482;Aaed1;protein_coding;
ENSMUSG00000021484;Lman2;protein_coding;
ENSMUSG00000021488;Nsd1;protein_coding;
ENSMUSG00000021494;Ddx41;protein_coding;
ENSMUSG00000021496;Pcbd2;protein_coding;
ENSMUSG00000021497;Txndc15;protein_coding;
ENSMUSG00000021500;Ddx46;protein_coding;
ENSMUSG00000021501;Caml;protein_coding;
ENSMUSG00000021504;B4galt7;protein_coding;
ENSMUSG00000021518;Ptdss1;protein_coding;
ENSMUSG00000021519;Mterf3;protein_coding;
ENSMUSG00000021520;Uqcrb;protein_coding;
ENSMUSG00000021532;Fastkd3;protein_coding;
ENSMUSG00000021537;Cetn3;protein_coding;
ENSMUSG00000021540;Smad5;protein_coding;
ENSMUSG00000021546;Hnrnpk;protein_coding;
ENSMUSG00000021548;Ccnh;protein_coding;
ENSMUSG00000021549;Rasa1;protein_coding;
ENSMUSG00000021555;Naa35;protein_coding;
ENSMUSG00000021576;Pdcd6;protein_coding;
ENSMUSG00000021577;Sdha;protein_coding;
ENSMUSG00000021578;Ccdc127;protein_coding;
ENSMUSG00000021592;Arsk;protein_coding;
ENSMUSG00000021595;Nsun2;protein_coding;
ENSMUSG00000021606;Ndufs6;protein_coding;
ENSMUSG00000021607;Mrpl36;protein_coding;
ENSMUSG00000021610;Clptm1l;protein_coding;
ENSMUSG00000021619;Atg10;protein_coding;
ENSMUSG00000021621;Zcchc9;protein_coding;
ENSMUSG00000021629;Slc30a5;protein_coding;
ENSMUSG00000021635;Rad17;protein_coding;
ENSMUSG00000021639;Gtf2h2;protein_coding;
ENSMUSG00000021645;Smn1;protein_coding;
ENSMUSG00000021646;Mccc2;protein_coding;
ENSMUSG00000021650;Ptcd2;protein_coding;
ENSMUSG00000021660;Btf3;protein_coding;
ENSMUSG00000021661;Ankra2;protein_coding;
ENSMUSG00000021666;Gfm2;protein_coding;
ENSMUSG00000021669;Col4a3bp;protein_coding;
ENSMUSG00000021671;Poc5;protein_coding;
ENSMUSG00000021681;Aggf1;protein_coding;
ENSMUSG00000021686;Ap3b1;protein_coding;
ENSMUSG00000021690;Jmy;protein_coding;
ENSMUSG00000021692;Dimt1;protein_coding;
ENSMUSG00000021704;Mtx3;protein_coding;
ENSMUSG00000021706;Zfyve16;protein_coding;
ENSMUSG00000021709;Erbb2ip;protein_coding;
ENSMUSG00000021710;Nln;protein_coding;
ENSMUSG00000021711;Trappc13;protein_coding;
ENSMUSG00000021712;Trim23;protein_coding;
ENSMUSG00000021713;Ppwd1;protein_coding;
ENSMUSG00000021715;Cwc27;protein_coding;
ENSMUSG00000021716;Srek1ip1;protein_coding;
ENSMUSG00000021731;Mrps30;protein_coding;
ENSMUSG00000021737;Psmd6;protein_coding;
